First Line of Blah-de-blah
wwellesley250,Wellesley250,Wendy,2017,B20679250,Freeman
wwellesley249,Wellesley249,Wendy,2016,B20679249,Lake House
wwellesley248,Wellesley248,Wendy,2016,B20679248,Lake House
wwellesley247,Wellesley247,Wendy,2018,B20679247,Pomeroy
wwellesley246,Wellesley246,Wendy,2016,B20679246,McAfee
wwellesley245,Wellesley245,Wendy,2016,B20679245,Freeman
wwellesley244,Wellesley244,Wendy,2017,B20679244,Tower
wwellesley243,Wellesley243,Wendy,2016,B20679243,Tower
wwellesley242,Wellesley242,Wendy,2018,B20679242,Freeman
wwellesley241,Wellesley241,Wendy,2018,B20679241,Pomeroy
wwellesley240,Wellesley240,Wendy,2017,B20679240,Claflin
wwellesley239,Wellesley239,Wendy,2016,B20679239,Claflin
wwellesley238,Wellesley238,Wendy,2018,B20679238,Tower
wwellesley237,Wellesley237,Wendy,2017,B20679237,Stone Davis
wwellesley236,Wellesley236,Wendy,2018,B20679236,Stone Davis
wwellesley235,Wellesley235,Wendy,2017,B20679235,Bates
wwellesley234,Wellesley234,Wendy,2017,B20679234,Beebe
wwellesley233,Wellesley233,Wendy,2016,B20679233,Freeman
wwellesley232,Wellesley232,Wendy,2016,B20679232,Shafer
wwellesley231,Wellesley231,Wendy,2017,B20679231,Munger
wwellesley230,Wellesley230,Wendy,2017,B20679230,Claflin
wwellesley229,Wellesley229,Wendy,2016,B20679229,Munger
wwellesley228,Wellesley228,Wendy,2018,B20679228,Dower
wwellesley227,Wellesley227,Wendy,2017,B20679227,Tower
wwellesley226,Wellesley226,Wendy,2016,B20679226,Dower
wwellesley225,Wellesley225,Wendy,2018,B20679225,Freeman
wwellesley224,Wellesley224,Wendy,2016,B20679224,McAfee
wwellesley223,Wellesley223,Wendy,2016,B20679223,Cazenove
wwellesley222,Wellesley222,Wendy,2018,B20679222,Bates
wwellesley221,Wellesley221,Wendy,2016,B20679221,Freeman
wwellesley220,Wellesley220,Wendy,2018,B20679220,Shafer
wwellesley219,Wellesley219,Wendy,2017,B20679219,Lake House
wwellesley218,Wellesley218,Wendy,2017,B20679218,McAfee
wwellesley217,Wellesley217,Wendy,2016,B20679217,Dower
wwellesley216,Wellesley216,Wendy,2016,B20679216,Munger
wwellesley215,Wellesley215,Wendy,2017,B20679215,Freeman
wwellesley214,Wellesley214,Wendy,2016,B20679214,McAfee
wwellesley213,Wellesley213,Wendy,2016,B20679213,Stone Davis
wwellesley212,Wellesley212,Wendy,2016,B20679212,Beebe
wwellesley211,Wellesley211,Wendy,2018,B20679211,Bates
wwellesley210,Wellesley210,Wendy,2017,B20679210,Claflin
wwellesley209,Wellesley209,Wendy,2017,B20679209,Beebe
wwellesley208,Wellesley208,Wendy,2017,B20679208,Munger
wwellesley207,Wellesley207,Wendy,2016,B20679207,McAfee
wwellesley206,Wellesley206,Wendy,2016,B20679206,Freeman
wwellesley205,Wellesley205,Wendy,2016,B20679205,Cazenove
wwellesley204,Wellesley204,Wendy,2018,B20679204,Claflin
wwellesley203,Wellesley203,Wendy,2016,B20679203,Freeman
wwellesley202,Wellesley202,Wendy,2016,B20679202,Munger
wwellesley201,Wellesley201,Wendy,2016,B20679201,Shafer
wwellesley200,Wellesley200,Wendy,2016,B20679200,Shafer
wwellesley199,Wellesley199,Wendy,2016,B20679199,McAfee
wwellesley198,Wellesley198,Wendy,2017,B20679198,Severance
wwellesley197,Wellesley197,Wendy,2016,B20679197,McAfee
wwellesley196,Wellesley196,Wendy,2017,B20679196,Stone Davis
wwellesley195,Wellesley195,Wendy,2016,B20679195,Claflin
wwellesley194,Wellesley194,Wendy,2018,B20679194,Bates
wwellesley193,Wellesley193,Wendy,2016,B20679193,Lake House
wwellesley192,Wellesley192,Wendy,2016,B20679192,Stone Davis
wwellesley191,Wellesley191,Wendy,2016,B20679191,Dower
wwellesley190,Wellesley190,Wendy,2016,B20679190,Severance
wwellesley189,Wellesley189,Wendy,2016,B20679189,Beebe
wwellesley188,Wellesley188,Wendy,2018,B20679188,McAfee
wwellesley187,Wellesley187,Wendy,2017,B20679187,Freeman
wwellesley186,Wellesley186,Wendy,2016,B20679186,Claflin
wwellesley185,Wellesley185,Wendy,2016,B20679185,Severance
wwellesley184,Wellesley184,Wendy,2018,B20679184,Stone Davis
wwellesley183,Wellesley183,Wendy,2018,B20679183,Shafer
wwellesley182,Wellesley182,Wendy,2016,B20679182,McAfee
wwellesley181,Wellesley181,Wendy,2016,B20679181,Cazenove
wwellesley180,Wellesley180,Wendy,2016,B20679180,Dower
