First Line of Blah-de-blah, Lottery Number
wwellesley100,Wellesley100,Wendy,2016,B20679100,McAfee,8
wwellesley99,Wellesley99,Wendy,2017,B2067999,McAfee,121
wwellesley98,Wellesley98,Wendy,2018,B2067998,Tower,236
wwellesley97,Wellesley97,Wendy,2016,B2067997,Shafer,91
wwellesley96,Wellesley96,Wendy,2016,B2067996,Bates,83
wwellesley95,Wellesley95,Wendy,2017,B2067995,Pomeroy,194
wwellesley94,Wellesley94,Wendy,2018,B2067994,Beebe,270
wwellesley93,Wellesley93,Wendy,2016,B2067993,Bates,33
wwellesley92,Wellesley92,Wendy,2017,B2067992,Shafer,127
wwellesley91,Wellesley91,Wendy,2018,B2067991,Pomeroy,264
wwellesley90,Wellesley90,Wendy,2018,B2067990,Tower,231
wwellesley89,Wellesley89,Wendy,2016,B2067989,Bates,19
wwellesley88,Wellesley88,Wendy,2016,B2067988,Bates,23
wwellesley87,Wellesley87,Wendy,2016,B2067987,Cazenove,18
wwellesley86,Wellesley86,Wendy,2017,B2067986,Bates,110
wwellesley85,Wellesley85,Wendy,2018,B2067985,Lake House,235
wwellesley84,Wellesley84,Wendy,2017,B2067984,Lake House,152
wwellesley83,Wellesley83,Wendy,2017,B2067983,Stone Davis,181
wwellesley82,Wellesley82,Wendy,2017,B2067982,McAfee,111
wwellesley81,Wellesley81,Wendy,2017,B2067981,Lake House,198
wwellesley80,Wellesley80,Wendy,2017,B2067980,McAfee,195
wwellesley79,Wellesley79,Wendy,2017,B2067979,Pomeroy,167
wwellesley78,Wellesley78,Wendy,2018,B2067978,Pomeroy,298
wwellesley77,Wellesley77,Wendy,2016,B2067977,McAfee,46
wwellesley76,Wellesley76,Wendy,2016,B2067976,Stone Davis,79
wwellesley75,Wellesley75,Wendy,2016,B2067975,Severance,87
wwellesley74,Wellesley74,Wendy,2016,B2067974,Pomeroy,22
wwellesley73,Wellesley73,Wendy,2016,B2067973,Pomeroy,32
wwellesley72,Wellesley72,Wendy,2016,B2067972,Cazenove,48
wwellesley71,Wellesley71,Wendy,2017,B2067971,Stone Davis,102
wwellesley70,Wellesley70,Wendy,2016,B2067970,Freeman,1
wwellesley69,Wellesley69,Wendy,2016,B2067969,Tower,53
wwellesley68,Wellesley68,Wendy,2017,B2067968,Bates,149
wwellesley67,Wellesley67,Wendy,2016,B2067967,Cazenove,13
wwellesley66,Wellesley66,Wendy,2018,B2067966,Cazenove,239
wwellesley65,Wellesley65,Wendy,2018,B2067965,Lake House,216
wwellesley64,Wellesley64,Wendy,2016,B2067964,Claflin,47
wwellesley63,Wellesley63,Wendy,2017,B2067963,Severance,103
wwellesley62,Wellesley62,Wendy,2018,B2067962,Pomeroy,277
wwellesley61,Wellesley61,Wendy,2016,B2067961,Munger,71
wwellesley60,Wellesley60,Wendy,2017,B2067960,Lake House,180
wwellesley59,Wellesley59,Wendy,2016,B2067959,McAfee,51
wwellesley58,Wellesley58,Wendy,2018,B2067958,Shafer,253
wwellesley57,Wellesley57,Wendy,2017,B2067957,Pomeroy,146
wwellesley56,Wellesley56,Wendy,2016,B2067956,Freeman,6
wwellesley55,Wellesley55,Wendy,2016,B2067955,Stone Davis,16
wwellesley54,Wellesley54,Wendy,2018,B2067954,Bates,300
wwellesley53,Wellesley53,Wendy,2018,B2067953,Pomeroy,257
wwellesley52,Wellesley52,Wendy,2017,B2067952,Cazenove,188
wwellesley51,Wellesley51,Wendy,2016,B2067951,Dower,67
wwellesley50,Wellesley50,Wendy,2016,B2067950,Munger,74
wwellesley49,Wellesley49,Wendy,2017,B2067949,Severance,178
wwellesley48,Wellesley48,Wendy,2016,B2067948,Dower,28
wwellesley47,Wellesley47,Wendy,2016,B2067947,McAfee,88
wwellesley46,Wellesley46,Wendy,2016,B2067946,Dower,99
wwellesley45,Wellesley45,Wendy,2018,B2067945,Claflin,229
wwellesley44,Wellesley44,Wendy,2016,B2067944,Freeman,4
wwellesley43,Wellesley43,Wendy,2016,B2067943,Dower,49
wwellesley42,Wellesley42,Wendy,2017,B2067942,Munger,126
wwellesley41,Wellesley41,Wendy,2017,B2067941,Tower,193
wwellesley40,Wellesley40,Wendy,2016,B2067940,Freeman,100
wwellesley39,Wellesley39,Wendy,2016,B2067939,McAfee,94
wwellesley38,Wellesley38,Wendy,2016,B2067938,Pomeroy,27
wwellesley37,Wellesley37,Wendy,2016,B2067937,Severance,26
wwellesley36,Wellesley36,Wendy,2016,B2067936,Shafer,69
wwellesley35,Wellesley35,Wendy,2016,B2067935,McAfee,84
wwellesley34,Wellesley34,Wendy,2017,B2067934,Tower,154
wwellesley33,Wellesley33,Wendy,2016,B2067933,Shafer,56
wwellesley32,Wellesley32,Wendy,2017,B2067932,McAfee,196
wwellesley31,Wellesley31,Wendy,2016,B2067931,Beebe,78
wwellesley30,Wellesley30,Wendy,2016,B2067930,Claflin,31
wwellesley29,Wellesley29,Wendy,2016,B2067929,Stone Davis,21
wwellesley28,Wellesley28,Wendy,2017,B2067928,Shafer,169
wwellesley27,Wellesley27,Wendy,2016,B2067927,Tower,36
wwellesley26,Wellesley26,Wendy,2017,B2067926,Pomeroy,135
wwellesley25,Wellesley25,Wendy,2016,B2067925,Freeman,63
wwellesley24,Wellesley24,Wendy,2016,B2067924,Shafer,61
wwellesley23,Wellesley23,Wendy,2016,B2067923,Pomeroy,11
wwellesley22,Wellesley22,Wendy,2016,B2067922,Tower,17
wwellesley21,Wellesley21,Wendy,2016,B2067921,Pomeroy,7
wwellesley20,Wellesley20,Wendy,2017,B2067920,Lake House,122
wwellesley19,Wellesley19,Wendy,2016,B2067919,Munger,64
wwellesley18,Wellesley18,Wendy,2016,B2067918,Beebe,38
wwellesley17,Wellesley17,Wendy,2016,B2067917,Beebe,24
wwellesley16,Wellesley16,Wendy,2017,B2067916,Stone Davis,162
wwellesley15,Wellesley15,Wendy,2016,B2067915,Claflin,66
