First Line of Blah-de-blah
wwellesley200,Wellesley200,Wendy,2016,B20679200,Stone Davis
wwellesley199,Wellesley199,Wendy,2017,B20679199,Freeman
wwellesley198,Wellesley198,Wendy,2016,B20679198,McAfee
wwellesley197,Wellesley197,Wendy,2016,B20679197,Stone Davis
wwellesley196,Wellesley196,Wendy,2018,B20679196,Freeman
wwellesley195,Wellesley195,Wendy,2016,B20679195,Severance
wwellesley194,Wellesley194,Wendy,2016,B20679194,Lake House
wwellesley193,Wellesley193,Wendy,2016,B20679193,Lake House
wwellesley192,Wellesley192,Wendy,2017,B20679192,Shafer
wwellesley191,Wellesley191,Wendy,2016,B20679191,Pomeroy
wwellesley190,Wellesley190,Wendy,2016,B20679190,Freeman
wwellesley189,Wellesley189,Wendy,2018,B20679189,Dower
wwellesley188,Wellesley188,Wendy,2016,B20679188,Shafer
wwellesley187,Wellesley187,Wendy,2016,B20679187,Bates
wwellesley186,Wellesley186,Wendy,2016,B20679186,Munger
wwellesley185,Wellesley185,Wendy,2018,B20679185,Shafer
wwellesley184,Wellesley184,Wendy,2016,B20679184,Severance
wwellesley183,Wellesley183,Wendy,2017,B20679183,Dower
wwellesley182,Wellesley182,Wendy,2018,B20679182,Lake House
wwellesley181,Wellesley181,Wendy,2017,B20679181,Tower
wwellesley180,Wellesley180,Wendy,2018,B20679180,McAfee
wwellesley179,Wellesley179,Wendy,2018,B20679179,Pomeroy
wwellesley178,Wellesley178,Wendy,2016,B20679178,Tower
wwellesley177,Wellesley177,Wendy,2016,B20679177,Pomeroy
wwellesley176,Wellesley176,Wendy,2016,B20679176,Munger
wwellesley175,Wellesley175,Wendy,2016,B20679175,Bates
wwellesley174,Wellesley174,Wendy,2016,B20679174,Pomeroy
wwellesley173,Wellesley173,Wendy,2018,B20679173,Claflin
wwellesley172,Wellesley172,Wendy,2018,B20679172,Beebe
wwellesley171,Wellesley171,Wendy,2016,B20679171,Beebe
wwellesley170,Wellesley170,Wendy,2018,B20679170,Pomeroy
wwellesley169,Wellesley169,Wendy,2016,B20679169,Freeman
wwellesley168,Wellesley168,Wendy,2018,B20679168,Pomeroy
wwellesley167,Wellesley167,Wendy,2018,B20679167,Dower
wwellesley166,Wellesley166,Wendy,2018,B20679166,Shafer
wwellesley165,Wellesley165,Wendy,2016,B20679165,Dower
wwellesley164,Wellesley164,Wendy,2016,B20679164,Dower
wwellesley163,Wellesley163,Wendy,2018,B20679163,Munger
wwellesley162,Wellesley162,Wendy,2018,B20679162,Lake House
wwellesley161,Wellesley161,Wendy,2016,B20679161,Shafer
wwellesley160,Wellesley160,Wendy,2017,B20679160,Munger
wwellesley159,Wellesley159,Wendy,2017,B20679159,Munger
wwellesley158,Wellesley158,Wendy,2016,B20679158,Tower
wwellesley157,Wellesley157,Wendy,2016,B20679157,Freeman
wwellesley156,Wellesley156,Wendy,2016,B20679156,Beebe
wwellesley155,Wellesley155,Wendy,2016,B20679155,McAfee
wwellesley154,Wellesley154,Wendy,2016,B20679154,Freeman
wwellesley153,Wellesley153,Wendy,2016,B20679153,Cazenove
wwellesley152,Wellesley152,Wendy,2016,B20679152,Munger
wwellesley151,Wellesley151,Wendy,2017,B20679151,Stone Davis
wwellesley150,Wellesley150,Wendy,2017,B20679150,Claflin
wwellesley149,Wellesley149,Wendy,2016,B20679149,McAfee
wwellesley148,Wellesley148,Wendy,2018,B20679148,Stone Davis
wwellesley147,Wellesley147,Wendy,2017,B20679147,Shafer
wwellesley146,Wellesley146,Wendy,2016,B20679146,Severance
wwellesley145,Wellesley145,Wendy,2016,B20679145,Tower
wwellesley144,Wellesley144,Wendy,2016,B20679144,Tower
wwellesley143,Wellesley143,Wendy,2016,B20679143,Beebe
wwellesley142,Wellesley142,Wendy,2017,B20679142,Claflin
wwellesley141,Wellesley141,Wendy,2016,B20679141,Severance
wwellesley140,Wellesley140,Wendy,2017,B20679140,Munger
wwellesley139,Wellesley139,Wendy,2016,B20679139,Dower
wwellesley138,Wellesley138,Wendy,2017,B20679138,Pomeroy
wwellesley137,Wellesley137,Wendy,2016,B20679137,McAfee
wwellesley136,Wellesley136,Wendy,2016,B20679136,Claflin
wwellesley135,Wellesley135,Wendy,2017,B20679135,Dower
wwellesley134,Wellesley134,Wendy,2018,B20679134,Severance
wwellesley133,Wellesley133,Wendy,2017,B20679133,Stone Davis
wwellesley132,Wellesley132,Wendy,2018,B20679132,Tower
wwellesley131,Wellesley131,Wendy,2016,B20679131,Freeman
wwellesley130,Wellesley130,Wendy,2018,B20679130,Pomeroy
wwellesley129,Wellesley129,Wendy,2016,B20679129,Lake House
wwellesley128,Wellesley128,Wendy,2018,B20679128,Claflin
wwellesley127,Wellesley127,Wendy,2018,B20679127,Tower
wwellesley126,Wellesley126,Wendy,2016,B20679126,Beebe
wwellesley125,Wellesley125,Wendy,2017,B20679125,McAfee
wwellesley124,Wellesley124,Wendy,2016,B20679124,Pomeroy
wwellesley123,Wellesley123,Wendy,2016,B20679123,Dower
wwellesley122,Wellesley122,Wendy,2018,B20679122,Stone Davis
wwellesley121,Wellesley121,Wendy,2016,B20679121,Munger
wwellesley120,Wellesley120,Wendy,2018,B20679120,Freeman
wwellesley119,Wellesley119,Wendy,2018,B20679119,Dower
wwellesley118,Wellesley118,Wendy,2017,B20679118,Freeman
wwellesley117,Wellesley117,Wendy,2017,B20679117,Severance
wwellesley116,Wellesley116,Wendy,2016,B20679116,Beebe
wwellesley115,Wellesley115,Wendy,2016,B20679115,Shafer
wwellesley114,Wellesley114,Wendy,2016,B20679114,Pomeroy
wwellesley113,Wellesley113,Wendy,2018,B20679113,Freeman
wwellesley112,Wellesley112,Wendy,2018,B20679112,Cazenove
wwellesley111,Wellesley111,Wendy,2017,B20679111,Beebe
wwellesley110,Wellesley110,Wendy,2017,B20679110,Dower
wwellesley109,Wellesley109,Wendy,2016,B20679109,Beebe
wwellesley108,Wellesley108,Wendy,2016,B20679108,McAfee
wwellesley107,Wellesley107,Wendy,2018,B20679107,Bates
wwellesley106,Wellesley106,Wendy,2016,B20679106,Claflin
wwellesley105,Wellesley105,Wendy,2016,B20679105,Pomeroy
wwellesley104,Wellesley104,Wendy,2016,B20679104,Tower
wwellesley103,Wellesley103,Wendy,2018,B20679103,Beebe
wwellesley102,Wellesley102,Wendy,2016,B20679102,Dower
wwellesley101,Wellesley101,Wendy,2017,B20679101,Munger
wwellesley100,Wellesley100,Wendy,2018,B20679100,Dower
wwellesley99,Wellesley99,Wendy,2017,B2067999,McAfee
wwellesley98,Wellesley98,Wendy,2017,B2067998,Pomeroy
wwellesley97,Wellesley97,Wendy,2018,B2067997,Munger
wwellesley96,Wellesley96,Wendy,2017,B2067996,Tower
wwellesley95,Wellesley95,Wendy,2018,B2067995,Cazenove
wwellesley94,Wellesley94,Wendy,2016,B2067994,Pomeroy
wwellesley93,Wellesley93,Wendy,2018,B2067993,McAfee
wwellesley92,Wellesley92,Wendy,2018,B2067992,Beebe
wwellesley91,Wellesley91,Wendy,2016,B2067991,Munger
wwellesley90,Wellesley90,Wendy,2017,B2067990,Severance
wwellesley89,Wellesley89,Wendy,2016,B2067989,Bates
wwellesley88,Wellesley88,Wendy,2017,B2067988,Cazenove
wwellesley87,Wellesley87,Wendy,2016,B2067987,Freeman
wwellesley86,Wellesley86,Wendy,2016,B2067986,Shafer
wwellesley85,Wellesley85,Wendy,2018,B2067985,Cazenove
wwellesley84,Wellesley84,Wendy,2017,B2067984,Lake House
wwellesley83,Wellesley83,Wendy,2017,B2067983,Lake House
wwellesley82,Wellesley82,Wendy,2016,B2067982,Severance
wwellesley81,Wellesley81,Wendy,2018,B2067981,Lake House
wwellesley80,Wellesley80,Wendy,2018,B2067980,Severance
wwellesley79,Wellesley79,Wendy,2018,B2067979,Claflin
wwellesley78,Wellesley78,Wendy,2018,B2067978,Bates
wwellesley77,Wellesley77,Wendy,2018,B2067977,Freeman
wwellesley76,Wellesley76,Wendy,2016,B2067976,Tower
wwellesley75,Wellesley75,Wendy,2017,B2067975,Cazenove
wwellesley74,Wellesley74,Wendy,2016,B2067974,Freeman
wwellesley73,Wellesley73,Wendy,2017,B2067973,Stone Davis
wwellesley72,Wellesley72,Wendy,2017,B2067972,Pomeroy
wwellesley71,Wellesley71,Wendy,2016,B2067971,Freeman
wwellesley70,Wellesley70,Wendy,2016,B2067970,Dower
wwellesley69,Wellesley69,Wendy,2016,B2067969,Severance
wwellesley68,Wellesley68,Wendy,2018,B2067968,Shafer
wwellesley67,Wellesley67,Wendy,2016,B2067967,Munger
wwellesley66,Wellesley66,Wendy,2016,B2067966,Freeman
wwellesley65,Wellesley65,Wendy,2016,B2067965,Bates
wwellesley64,Wellesley64,Wendy,2017,B2067964,McAfee
wwellesley63,Wellesley63,Wendy,2017,B2067963,Dower
wwellesley62,Wellesley62,Wendy,2016,B2067962,McAfee
wwellesley61,Wellesley61,Wendy,2016,B2067961,Severance
wwellesley60,Wellesley60,Wendy,2017,B2067960,Stone Davis
wwellesley59,Wellesley59,Wendy,2017,B2067959,Tower
wwellesley58,Wellesley58,Wendy,2016,B2067958,Claflin
wwellesley57,Wellesley57,Wendy,2017,B2067957,Severance
wwellesley56,Wellesley56,Wendy,2017,B2067956,Dower
wwellesley55,Wellesley55,Wendy,2017,B2067955,Tower
wwellesley54,Wellesley54,Wendy,2017,B2067954,Cazenove
wwellesley53,Wellesley53,Wendy,2017,B2067953,McAfee
wwellesley52,Wellesley52,Wendy,2016,B2067952,Munger
wwellesley51,Wellesley51,Wendy,2018,B2067951,Beebe
wwellesley50,Wellesley50,Wendy,2016,B2067950,Bates
wwellesley49,Wellesley49,Wendy,2017,B2067949,Bates
wwellesley48,Wellesley48,Wendy,2018,B2067948,Munger
wwellesley47,Wellesley47,Wendy,2018,B2067947,Severance
wwellesley46,Wellesley46,Wendy,2016,B2067946,Cazenove
wwellesley45,Wellesley45,Wendy,2018,B2067945,Cazenove
wwellesley44,Wellesley44,Wendy,2017,B2067944,Shafer
wwellesley43,Wellesley43,Wendy,2018,B2067943,Lake House
wwellesley42,Wellesley42,Wendy,2018,B2067942,Severance
wwellesley41,Wellesley41,Wendy,2018,B2067941,Stone Davis
wwellesley40,Wellesley40,Wendy,2016,B2067940,Munger
wwellesley39,Wellesley39,Wendy,2016,B2067939,Stone Davis
wwellesley38,Wellesley38,Wendy,2017,B2067938,McAfee
wwellesley37,Wellesley37,Wendy,2018,B2067937,Dower
wwellesley36,Wellesley36,Wendy,2018,B2067936,Lake House
wwellesley35,Wellesley35,Wendy,2018,B2067935,McAfee
wwellesley34,Wellesley34,Wendy,2016,B2067934,Pomeroy
wwellesley33,Wellesley33,Wendy,2016,B2067933,Stone Davis
wwellesley32,Wellesley32,Wendy,2016,B2067932,Pomeroy
wwellesley31,Wellesley31,Wendy,2016,B2067931,Cazenove
