First Line of Blah-de-blah, Lottery Number
wwellesley250,Wellesley250,Wendy,2017,B20679250,Freeman,344
wwellesley249,Wellesley249,Wendy,2016,B20679249,Lake House,119
wwellesley248,Wellesley248,Wendy,2016,B20679248,Lake House,149
wwellesley247,Wellesley247,Wendy,2018,B20679247,Pomeroy,502
wwellesley246,Wellesley246,Wendy,2016,B20679246,McAfee,66
wwellesley245,Wellesley245,Wendy,2016,B20679245,Freeman,144
wwellesley244,Wellesley244,Wendy,2017,B20679244,Tower,393
wwellesley243,Wellesley243,Wendy,2016,B20679243,Tower,28
wwellesley242,Wellesley242,Wendy,2018,B20679242,Freeman,421
wwellesley241,Wellesley241,Wendy,2018,B20679241,Pomeroy,475
wwellesley240,Wellesley240,Wendy,2017,B20679240,Claflin,222
wwellesley239,Wellesley239,Wendy,2016,B20679239,Claflin,41
wwellesley238,Wellesley238,Wendy,2018,B20679238,Tower,484
wwellesley237,Wellesley237,Wendy,2017,B20679237,Stone Davis,221
wwellesley236,Wellesley236,Wendy,2018,B20679236,Stone Davis,434
wwellesley235,Wellesley235,Wendy,2017,B20679235,Bates,259
wwellesley234,Wellesley234,Wendy,2017,B20679234,Beebe,256
wwellesley233,Wellesley233,Wendy,2016,B20679233,Freeman,67
wwellesley232,Wellesley232,Wendy,2016,B20679232,Shafer,50
wwellesley231,Wellesley231,Wendy,2017,B20679231,Munger,358
wwellesley230,Wellesley230,Wendy,2017,B20679230,Claflin,217
wwellesley229,Wellesley229,Wendy,2016,B20679229,Munger,4
wwellesley228,Wellesley228,Wendy,2018,B20679228,Dower,417
wwellesley227,Wellesley227,Wendy,2017,B20679227,Tower,271
wwellesley226,Wellesley226,Wendy,2016,B20679226,Dower,147
wwellesley225,Wellesley225,Wendy,2018,B20679225,Freeman,521
wwellesley224,Wellesley224,Wendy,2016,B20679224,McAfee,164
wwellesley223,Wellesley223,Wendy,2016,B20679223,Cazenove,145
wwellesley222,Wellesley222,Wendy,2018,B20679222,Bates,465
wwellesley221,Wellesley221,Wendy,2016,B20679221,Freeman,26
wwellesley220,Wellesley220,Wendy,2018,B20679220,Shafer,551
wwellesley219,Wellesley219,Wendy,2017,B20679219,Lake House,380
wwellesley218,Wellesley218,Wendy,2017,B20679218,McAfee,311
wwellesley217,Wellesley217,Wendy,2016,B20679217,Dower,109
wwellesley216,Wellesley216,Wendy,2016,B20679216,Munger,184
wwellesley215,Wellesley215,Wendy,2017,B20679215,Freeman,294
wwellesley214,Wellesley214,Wendy,2016,B20679214,McAfee,17
wwellesley213,Wellesley213,Wendy,2016,B20679213,Stone Davis,73
wwellesley212,Wellesley212,Wendy,2016,B20679212,Beebe,14
wwellesley211,Wellesley211,Wendy,2018,B20679211,Bates,482
wwellesley210,Wellesley210,Wendy,2017,B20679210,Claflin,375
wwellesley209,Wellesley209,Wendy,2017,B20679209,Beebe,274
wwellesley208,Wellesley208,Wendy,2017,B20679208,Munger,394
wwellesley207,Wellesley207,Wendy,2016,B20679207,McAfee,153
wwellesley206,Wellesley206,Wendy,2016,B20679206,Freeman,86
wwellesley205,Wellesley205,Wendy,2016,B20679205,Cazenove,54
wwellesley204,Wellesley204,Wendy,2018,B20679204,Claflin,481
wwellesley203,Wellesley203,Wendy,2016,B20679203,Freeman,21
wwellesley202,Wellesley202,Wendy,2016,B20679202,Munger,68
wwellesley201,Wellesley201,Wendy,2016,B20679201,Shafer,167
wwellesley200,Wellesley200,Wendy,2016,B20679200,Shafer,117
wwellesley199,Wellesley199,Wendy,2016,B20679199,McAfee,76
wwellesley198,Wellesley198,Wendy,2017,B20679198,Severance,279
wwellesley197,Wellesley197,Wendy,2016,B20679197,McAfee,178
wwellesley196,Wellesley196,Wendy,2017,B20679196,Stone Davis,348
wwellesley195,Wellesley195,Wendy,2016,B20679195,Claflin,13
wwellesley194,Wellesley194,Wendy,2018,B20679194,Bates,559
wwellesley193,Wellesley193,Wendy,2016,B20679193,Lake House,166
wwellesley192,Wellesley192,Wendy,2016,B20679192,Stone Davis,127
wwellesley191,Wellesley191,Wendy,2016,B20679191,Dower,194
wwellesley190,Wellesley190,Wendy,2016,B20679190,Severance,151
wwellesley189,Wellesley189,Wendy,2016,B20679189,Beebe,36
wwellesley188,Wellesley188,Wendy,2018,B20679188,McAfee,459
wwellesley187,Wellesley187,Wendy,2017,B20679187,Freeman,264
wwellesley186,Wellesley186,Wendy,2016,B20679186,Claflin,46
wwellesley185,Wellesley185,Wendy,2016,B20679185,Severance,179
wwellesley184,Wellesley184,Wendy,2018,B20679184,Stone Davis,446
wwellesley183,Wellesley183,Wendy,2018,B20679183,Shafer,588
wwellesley182,Wellesley182,Wendy,2016,B20679182,McAfee,74
wwellesley181,Wellesley181,Wendy,2016,B20679181,Cazenove,111
wwellesley180,Wellesley180,Wendy,2016,B20679180,Dower,16
wwellesley179,Wellesley179,Wendy,2017,B20679179,Munger,254
wwellesley178,Wellesley178,Wendy,2016,B20679178,McAfee,25
wwellesley177,Wellesley177,Wendy,2018,B20679177,Dower,509
wwellesley176,Wellesley176,Wendy,2018,B20679176,Claflin,511
wwellesley175,Wellesley175,Wendy,2016,B20679175,Freeman,101
wwellesley174,Wellesley174,Wendy,2017,B20679174,Severance,335
wwellesley173,Wellesley173,Wendy,2016,B20679173,Dower,102
wwellesley172,Wellesley172,Wendy,2016,B20679172,Severance,121
wwellesley171,Wellesley171,Wendy,2017,B20679171,Freeman,218
wwellesley170,Wellesley170,Wendy,2016,B20679170,Bates,45
wwellesley169,Wellesley169,Wendy,2018,B20679169,Beebe,580
wwellesley168,Wellesley168,Wendy,2016,B20679168,Munger,152
wwellesley167,Wellesley167,Wendy,2016,B20679167,Claflin,120
wwellesley166,Wellesley166,Wendy,2016,B20679166,Severance,37
wwellesley165,Wellesley165,Wendy,2016,B20679165,Tower,107
wwellesley164,Wellesley164,Wendy,2016,B20679164,McAfee,104
wwellesley163,Wellesley163,Wendy,2018,B20679163,Stone Davis,528
wwellesley162,Wellesley162,Wendy,2017,B20679162,Lake House,246
wwellesley161,Wellesley161,Wendy,2018,B20679161,Dower,419
wwellesley160,Wellesley160,Wendy,2017,B20679160,McAfee,238
wwellesley159,Wellesley159,Wendy,2018,B20679159,Bates,542
wwellesley158,Wellesley158,Wendy,2016,B20679158,Munger,43
wwellesley157,Wellesley157,Wendy,2016,B20679157,Stone Davis,6
wwellesley156,Wellesley156,Wendy,2017,B20679156,McAfee,383
wwellesley155,Wellesley155,Wendy,2016,B20679155,Severance,162
wwellesley154,Wellesley154,Wendy,2018,B20679154,Shafer,590
wwellesley153,Wellesley153,Wendy,2018,B20679153,Stone Davis,530
wwellesley152,Wellesley152,Wendy,2018,B20679152,Beebe,584
wwellesley151,Wellesley151,Wendy,2016,B20679151,Cazenove,19
wwellesley150,Wellesley150,Wendy,2017,B20679150,Tower,275
wwellesley149,Wellesley149,Wendy,2016,B20679149,Beebe,57
wwellesley148,Wellesley148,Wendy,2018,B20679148,Freeman,420
wwellesley147,Wellesley147,Wendy,2016,B20679147,Claflin,176
wwellesley146,Wellesley146,Wendy,2018,B20679146,Stone Davis,423
wwellesley145,Wellesley145,Wendy,2017,B20679145,Pomeroy,283
wwellesley144,Wellesley144,Wendy,2016,B20679144,Dower,40
wwellesley143,Wellesley143,Wendy,2018,B20679143,Cazenove,479
wwellesley142,Wellesley142,Wendy,2018,B20679142,Pomeroy,441
wwellesley141,Wellesley141,Wendy,2016,B20679141,Lake House,82
wwellesley140,Wellesley140,Wendy,2018,B20679140,Shafer,415
wwellesley139,Wellesley139,Wendy,2018,B20679139,Tower,582
wwellesley138,Wellesley138,Wendy,2017,B20679138,Freeman,210
wwellesley137,Wellesley137,Wendy,2017,B20679137,Freeman,239
wwellesley136,Wellesley136,Wendy,2016,B20679136,Beebe,98
wwellesley135,Wellesley135,Wendy,2018,B20679135,Pomeroy,591
wwellesley134,Wellesley134,Wendy,2017,B20679134,Tower,306
wwellesley133,Wellesley133,Wendy,2018,B20679133,Stone Davis,552
wwellesley132,Wellesley132,Wendy,2016,B20679132,McAfee,38
wwellesley131,Wellesley131,Wendy,2016,B20679131,Tower,44
wwellesley130,Wellesley130,Wendy,2016,B20679130,Dower,62
wwellesley129,Wellesley129,Wendy,2017,B20679129,McAfee,317
wwellesley128,Wellesley128,Wendy,2016,B20679128,Pomeroy,154
wwellesley127,Wellesley127,Wendy,2017,B20679127,Claflin,260
wwellesley126,Wellesley126,Wendy,2016,B20679126,McAfee,197
wwellesley125,Wellesley125,Wendy,2016,B20679125,Bates,51
wwellesley124,Wellesley124,Wendy,2018,B20679124,Shafer,581
wwellesley123,Wellesley123,Wendy,2016,B20679123,Severance,2
wwellesley122,Wellesley122,Wendy,2016,B20679122,Pomeroy,70
wwellesley121,Wellesley121,Wendy,2016,B20679121,Munger,170
wwellesley120,Wellesley120,Wendy,2016,B20679120,Stone Davis,32
wwellesley119,Wellesley119,Wendy,2016,B20679119,Severance,175
wwellesley118,Wellesley118,Wendy,2016,B20679118,Bates,126
wwellesley117,Wellesley117,Wendy,2018,B20679117,Freeman,449
wwellesley116,Wellesley116,Wendy,2018,B20679116,Bates,570
wwellesley115,Wellesley115,Wendy,2017,B20679115,Beebe,347
wwellesley114,Wellesley114,Wendy,2016,B20679114,Munger,33
wwellesley113,Wellesley113,Wendy,2018,B20679113,Dower,513
wwellesley112,Wellesley112,Wendy,2016,B20679112,Cazenove,118
wwellesley111,Wellesley111,Wendy,2016,B20679111,Cazenove,189
wwellesley110,Wellesley110,Wendy,2016,B20679110,Stone Davis,77
wwellesley109,Wellesley109,Wendy,2017,B20679109,Pomeroy,371
wwellesley108,Wellesley108,Wendy,2018,B20679108,Severance,463
wwellesley107,Wellesley107,Wendy,2016,B20679107,Claflin,78
wwellesley106,Wellesley106,Wendy,2016,B20679106,Claflin,97
wwellesley105,Wellesley105,Wendy,2016,B20679105,Shafer,128
wwellesley104,Wellesley104,Wendy,2017,B20679104,Lake House,203
wwellesley103,Wellesley103,Wendy,2017,B20679103,Cazenove,236
wwellesley102,Wellesley102,Wendy,2016,B20679102,Shafer,150
wwellesley101,Wellesley101,Wendy,2017,B20679101,Beebe,204
wwellesley100,Wellesley100,Wendy,2018,B20679100,Claflin,510
wwellesley99,Wellesley99,Wendy,2017,B2067999,McAfee,265
wwellesley98,Wellesley98,Wendy,2018,B2067998,McAfee,514
wwellesley97,Wellesley97,Wendy,2018,B2067997,Beebe,408
wwellesley96,Wellesley96,Wendy,2016,B2067996,Severance,29
wwellesley95,Wellesley95,Wendy,2016,B2067995,Pomeroy,31
wwellesley94,Wellesley94,Wendy,2016,B2067994,Cazenove,190
wwellesley93,Wellesley93,Wendy,2016,B2067993,Dower,10
wwellesley92,Wellesley92,Wendy,2017,B2067992,Bates,360
wwellesley91,Wellesley91,Wendy,2016,B2067991,Bates,95
wwellesley90,Wellesley90,Wendy,2016,B2067990,Tower,20
wwellesley89,Wellesley89,Wendy,2016,B2067989,Shafer,99
wwellesley88,Wellesley88,Wendy,2016,B2067988,Lake House,136
wwellesley87,Wellesley87,Wendy,2017,B2067987,Dower,343
wwellesley86,Wellesley86,Wendy,2016,B2067986,Stone Davis,56
wwellesley85,Wellesley85,Wendy,2016,B2067985,Bates,161
wwellesley84,Wellesley84,Wendy,2017,B2067984,Shafer,341
wwellesley83,Wellesley83,Wendy,2016,B2067983,Dower,199
wwellesley82,Wellesley82,Wendy,2018,B2067982,Pomeroy,496
wwellesley81,Wellesley81,Wendy,2016,B2067981,Cazenove,90
wwellesley80,Wellesley80,Wendy,2018,B2067980,Claflin,445
wwellesley79,Wellesley79,Wendy,2016,B2067979,Freeman,131
wwellesley78,Wellesley78,Wendy,2016,B2067978,Pomeroy,69
wwellesley77,Wellesley77,Wendy,2018,B2067977,Lake House,411
wwellesley76,Wellesley76,Wendy,2016,B2067976,Dower,115
wwellesley75,Wellesley75,Wendy,2017,B2067975,Lake House,300
wwellesley74,Wellesley74,Wendy,2017,B2067974,McAfee,244
wwellesley73,Wellesley73,Wendy,2016,B2067973,Stone Davis,100
wwellesley72,Wellesley72,Wendy,2018,B2067972,Severance,560
wwellesley71,Wellesley71,Wendy,2017,B2067971,Severance,248
wwellesley70,Wellesley70,Wendy,2018,B2067970,Lake House,576
wwellesley69,Wellesley69,Wendy,2016,B2067969,Tower,93
wwellesley68,Wellesley68,Wendy,2016,B2067968,Claflin,132
wwellesley67,Wellesley67,Wendy,2017,B2067967,Munger,214
wwellesley66,Wellesley66,Wendy,2018,B2067966,Pomeroy,593
wwellesley65,Wellesley65,Wendy,2017,B2067965,Beebe,269
wwellesley64,Wellesley64,Wendy,2018,B2067964,Shafer,536
wwellesley63,Wellesley63,Wendy,2018,B2067963,Lake House,483
wwellesley62,Wellesley62,Wendy,2018,B2067962,Beebe,561
wwellesley61,Wellesley61,Wendy,2016,B2067961,McAfee,88
wwellesley60,Wellesley60,Wendy,2016,B2067960,Stone Davis,187
wwellesley59,Wellesley59,Wendy,2016,B2067959,Munger,47
wwellesley58,Wellesley58,Wendy,2017,B2067958,Lake House,285
wwellesley57,Wellesley57,Wendy,2017,B2067957,Freeman,220
wwellesley56,Wellesley56,Wendy,2016,B2067956,Tower,106
wwellesley55,Wellesley55,Wendy,2017,B2067955,Bates,276
wwellesley54,Wellesley54,Wendy,2018,B2067954,McAfee,498
wwellesley53,Wellesley53,Wendy,2016,B2067953,Munger,55
wwellesley52,Wellesley52,Wendy,2017,B2067952,Tower,237
wwellesley51,Wellesley51,Wendy,2017,B2067951,Dower,382
wwellesley50,Wellesley50,Wendy,2016,B2067950,Cazenove,141
wwellesley49,Wellesley49,Wendy,2016,B2067949,Tower,65
